Product_ID,Warehouse_ID,Snapshot_Date,Stock_On_Hand,Reorder_Level,Safety_Stock,Units_Received,Units_Shipped,Days_Of_Supply,Stockout_Flag,Inventory_Value,Reorder_Status,Stock_Health,COGS_for_Product,Inventory_Turnover,Days_Inventory_On_Hand
PRD1000,WH18,2024-10-31,2169,504,246,583,12,2169,0,1592653.32,OK,Healthy,7929489.72,3655.827441,0.099840599
PRD1000,WH18,2024-11-30,1863,504,246,165,280,199.6,0,1367963.64,OK,Healthy,7929489.72,4256.301514,0.085755203
PRD1000,WH18,2024-12-31,1408,504,246,645,438,96.4,0,1033866.24,OK,Healthy,7929489.72,5631.739858,0.064811232
PRD1000,WH09,2024-01-31,1499,478,224,429,285,157.8,0,1100685.72,OK,Healthy,7929489.72,5289.853049,0.069000026
PRD1000,WH09,2024-02-29,1619,478,224,642,363,133.8,0,1188799.32,OK,Healthy,7929489.72,4897.770056,0.074523711
PRD1000,WH09,2024-03-31,1619,478,224,47,128,379.5,0,1188799.32,OK,Healthy,7929489.72,4897.770056,0.074523711
PRD1000,WH09,2024-04-30,2050,478,224,588,576,106.8,0,1505274,OK,Healthy,7929489.72,3868.043766,0.094362945
PRD1000,WH09,2024-05-31,1409,478,224,469,77,549,0,1034600.52,OK,Healthy,7929489.72,5627.742881,0.064857263
PRD1000,WH09,2024-06-30,2033,478,224,518,587,103.9,0,1492791.24,OK,Healthy,7929489.72,3900.388451,0.093580423
PRD1000,WH09,2024-07-31,1196,478,224,232,255,140.7,0,878198.88,OK,Healthy,7929489.72,6630.008127,0.055052723
PRD1000,WH09,2024-08-31,1852,478,224,127,615,90.3,0,1359886.56,OK,Healthy,7929489.72,4281.581922,0.085248865
PRD1000,WH09,2024-09-30,1321,478,224,266,449,88.3,0,969983.88,OK,Healthy,7929489.72,6002.641726,0.060806561
PRD1000,WH09,2024-10-31,2133,478,224,668,128,499.9,0,1566219.24,OK,Healthy,7929489.72,3717.52917,0.098183493
PRD1000,WH09,2024-11-30,1422,478,224,246,340,125.5,0,1044146.16,OK,Healthy,7929489.72,5576.293755,0.065455662
PRD1000,WH09,2024-12-31,2275,478,224,168,263,259.5,0,1670487,OK,Healthy,7929489.72,3485.489987,0.104719853
PRD1000,WH11,2024-01-31,2783,481,250,541,733,113.9,0,2043501.24,OK,Healthy,7929489.72,2849.259691,0.128103451
PRD1000,WH11,2024-02-29,2652,481,250,47,489,162.7,0,1947310.56,OK,Healthy,7929489.72,2990.003665,0.122073429
PRD1000,WH11,2024-03-31,2083,481,250,659,97,644.2,0,1529505.24,OK,Healthy,7929489.72,3806.764148,0.095881958
PRD1000,WH11,2024-04-30,2984,481,250,626,692,129.4,0,2191091.52,OK,Healthy,7929489.72,2657.335697,0.137355623
PRD1000,WH11,2024-05-31,2907,481,250,686,412,211.7,0,2134551.96,OK,Healthy,7929489.72,2727.722642,0.133811259
PRD1000,WH11,2024-06-30,1967,481,250,232,95,621.2,0,1444328.76,OK,Healthy,7929489.72,4031.260661,0.090542396
PRD1000,WH11,2024-07-31,3039,481,250,311,146,624.5,0,2231476.92,OK,Healthy,7929489.72,2609.24308,0.139887312
PRD1000,WH11,2024-08-31,1638,481,250,581,64,767.8,0,1202750.64,OK,Healthy,7929489.72,4840.958315,0.075398294
PRD1000,WH11,2024-09-30,2769,481,250,542,342,242.9,0,2033221.32,OK,Healthy,7929489.72,2863.665482,0.127459021
PRD1000,WH11,2024-10-31,2220,481,250,76,398,167.3,0,1630101.6,OK,Healthy,7929489.72,3571.842216,0.102188165
PRD1000,WH11,2024-11-30,2092,481,250,524,394,159.3,0,1536113.76,OK,Healthy,7929489.72,3790.387055,0.096296234
PRD1000,WH11,2024-12-31,2661,481,250,158,114,700.3,0,1953919.08,OK,Healthy,7929489.72,2979.890913,0.122487705
PRD1000,WH02,2024-01-31,564,197,94,154,117,144.6,0,414133.92,OK,Healthy,7929489.72,14059.37894,0.025961317
PRD1000,WH02,2024-02-29,1024,197,94,291,27,1024,0,751902.72,OK,Healthy,7929489.72,7743.642305,0.047135442
PRD1000,WH02,2024-03-31,728,197,94,324,267,81.8,0,534555.84,OK,Healthy,7929489.72,10892.15621,0.033510353
PRD1000,WH02,2024-04-30,886,197,94,59,181,146.9,0,650572.08,OK,Healthy,7929489.72,8949.762664,0.040783204
PRD1000,WH02,2024-05-31,860,197,94,310,239,107.9,0,631480.8,OK,Healthy,7929489.72,9220.336884,0.039586406
PRD1000,WH02,2024-06-30,653,197,94,96,77,254.4,0,479484.84,OK,Healthy,7929489.72,12143.16956,0.03005805
PRD1000,WH02,2024-07-31,621,197,94,137,96,194.1,0,455987.88,OK,Healthy,7929489.72,12768.90454,0.028585068
PRD1000,WH02,2024-08-31,969,197,94,57,42,692.1,0,711517.32,OK,Healthy,7929489.72,8183.167926,0.044603753
PRD1000,WH02,2024-09-30,550,197,94,164,132,125,0,403854,OK,Healthy,7929489.72,14417.25404,0.025316888
PRD1000,WH02,2024-10-31,638,197,94,95,200,95.7,0,468470.64,OK,Healthy,7929489.72,12428.66727,0.02936759
PRD1000,WH02,2024-11-30,710,197,94,279,145,146.9,0,521338.8,OK,Healthy,7929489.72,11168.29538,0.0326818
PRD1000,WH02,2024-12-31,1016,197,94,182,253,120.5,0,746028.48,OK,Healthy,7929489.72,7804.615866,0.046767196
PRD1000,WH07,2024-01-31,665,153,69,262,195,102.3,0,488296.2,OK,Healthy,7929489.72,11924.04469,0.030610419
PRD1000,WH07,2024-02-29,583,153,69,226,43,406.7,0,428085.24,OK,Healthy,7929489.72,13601.18305,0.026835901
PRD1000,WH07,2024-03-31,593,153,69,207,4,593,0,435428.04,OK,Healthy,7929489.72,13371.82078,0.027296208
PRD1000,WH07,2024-04-30,658,153,69,250,27,658,0,483156.24,OK,Healthy,7929489.72,12050.89623,0.030288204
PRD1000,WH07,2024-05-31,472,153,69,265,126,112.4,0,346580.16,OK,Healthy,7929489.72,16799.76636,0.021726493
PRD1000,WH07,2024-06-30,496,153,69,10,206,72.2,0,364202.88,OK,Healthy,7929489.72,15986.87444,0.02283123
PRD1000,WH07,2024-07-31,937,153,69,226,219,128.4,0,688020.36,OK,Healthy,7929489.72,8462.635774,0.04313077
PRD1000,WH07,2024-08-31,868,153,69,175,34,765.9,0,637355.04,OK,Healthy,7929489.72,9135.35682,0.039954652
PRD1000,WH07,2024-09-30,705,153,69,282,238,88.9,0,517667.4,OK,Healthy,7929489.72,11247.50315,0.032451647
PRD1000,WH07,2024-10-31,462,153,69,166,16,462,0,339237.36,OK,Healthy,7929489.72,17163.39766,0.021266186
PRD1000,WH07,2024-11-30,663,153,69,100,245,81.2,0,486827.64,OK,Healthy,7929489.72,11960.01466,0.030518357
PRD1000,WH07,2024-12-31,694,153,69,65,251,82.9,0,509590.32,OK,Healthy,7929489.72,11425.77769,0.031945309
PRD1001,WH06,2024-01-31,2682,688,254,35,576,139.7,0,1856694.96,OK,Healthy,7779150.36,2900.50349,0.125840221
PRD1001,WH06,2024-02-29,2520,688,254,950,116,651.7,0,1744545.6,OK,Healthy,7779150.36,3086.964429,0.118239134
PRD1001,WH06,2024-03-31,2510,688,254,488,451,167,0,1737622.8,OK,Healthy,7779150.36,3099.263092,0.117769931
PRD1001,WH06,2024-04-30,2166,688,254,433,565,115,0,1499478.48,OK,Healthy,7779150.36,3591.482161,0.101629351
PRD1001,WH06,2024-05-31,2463,688,254,573,618,119.6,0,1705085.64,OK,Healthy,7779150.36,3158.404531,0.115564677
PRD1001,WH06,2024-06-30,3428,688,254,652,944,108.9,0,2373135.84,OK,Healthy,7779150.36,2269.297071,0.160842758
PRD1001,WH06,2024-07-31,2569,688,254,1057,194,397.3,0,1778467.32,OK,Healthy,7779150.36,3028.084998,0.120538228
PRD1001,WH06,2024-08-31,3352,688,254,526,244,412.1,0,2320522.56,OK,Healthy,7779150.36,2320.748914,0.157276816
PRD1001,WH06,2024-09-30,2920,688,254,657,942,93,0,2021457.6,OK,Healthy,7779150.36,2664.092589,0.13700725
PRD1001,WH06,2024-10-31,2024,688,254,607,620,97.9,0,1401174.72,OK,Healthy,7779150.36,3843.453735,0.094966669
PRD1001,WH06,2024-11-30,2542,688,254,1009,679,112.3,0,1759775.76,OK,Healthy,7779150.36,3060.247978,0.11927138
PRD1001,WH06,2024-12-31,2499,688,254,359,751,99.8,0,1730007.72,OK,Healthy,7779150.36,3112.905306,0.117253808
PRD1001,WH19,2024-01-31,1473,362,305,476,591,74.8,0,1019728.44,OK,Healthy,7779150.36,5281.161141,0.069113589
PRD1001,WH19,2024-02-29,1649,362,305,93,217,228,0,1141569.72,OK,Healthy,7779150.36,4717.49567,0.07737156
PRD1001,WH19,2024-03-31,1860,362,305,319,364,153.3,0,1287640.8,OK,Healthy,7779150.36,4182.338903,0.087271742
PRD1001,WH19,2024-04-30,2653,362,305,865,51,1560.6,0,1836618.84,OK,Healthy,7779150.36,2932.208956,0.124479532
PRD1001,WH19,2024-05-31,2399,362,305,591,289,249,0,1660779.72,OK,Healthy,7779150.36,3242.66376,0.112561779
PRD1001,WH19,2024-06-30,1879,362,305,846,572,98.5,0,1300794.12,OK,Healthy,7779150.36,4140.048089,0.088163227
PRD1001,WH19,2024-07-31,2753,362,305,251,147,561.8,0,1905846.84,OK,Healthy,7779150.36,2825.699368,0.129171562
PRD1001,WH19,2024-08-31,2466,362,305,395,78,948.5,0,1707162.48,OK,Healthy,7779150.36,3154.56219,0.115705438
PRD1001,WH19,2024-09-30,2820,362,305,404,489,173,0,1952229.6,OK,Healthy,7779150.36,2758.563957,0.132315221
PRD1001,WH19,2024-10-31,1825,362,305,388,271,202,0,1263411,OK,Healthy,7779150.36,4262.548142,0.085629531
PRD1001,WH19,2024-11-30,2465,362,305,344,418,176.9,0,1706470.2,OK,Healthy,7779150.36,3155.841931,0.115658518
PRD1001,WH19,2024-12-31,1669,362,305,547,490,102.2,0,1155415.32,OK,Healthy,7779150.36,4660.964865,0.078309966
PRD1001,WH05,2024-01-31,2683,535,292,625,407,197.8,0,1857387.24,OK,Healthy,7779150.36,2899.422423,0.125887141
PRD1001,WH05,2024-02-29,2667,535,292,766,452,177,0,1846310.76,OK,Healthy,7779150.36,2916.816783,0.125136417
PRD1001,WH05,2024-03-31,2319,535,292,796,476,146.2,0,1605397.32,OK,Healthy,7779150.36,3354.527969,0.108808155
PRD1001,WH05,2024-04-30,3427,535,292,1045,734,140.1,0,2372443.56,OK,Healthy,7779150.36,2269.959253,0.160795838
PRD1001,WH05,2024-05-31,3555,535,292,809,760,140.3,0,2461055.4,OK,Healthy,7779150.36,2188.227949,0.166801635
PRD1001,WH05,2024-06-30,2814,535,292,502,272,310.4,0,1948075.92,OK,Healthy,7779150.36,2764.445757,0.132033699
PRD1001,WH05,2024-07-31,3171,535,292,71,361,263.5,0,2195219.88,OK,Healthy,7779150.36,2453.216764,0.148784243
PRD1001,WH05,2024-08-31,3237,535,292,1088,147,660.6,0,2240910.36,OK,Healthy,7779150.36,2403.197516,0.151880983
PRD1001,WH05,2024-09-30,1873,535,292,72,624,90,0,1296640.44,OK,Healthy,7779150.36,4153.31039,0.087881705
PRD1001,WH05,2024-10-31,3206,535,292,958,50,1923.6,0,2219449.68,OK,Healthy,7779150.36,2426.434922,0.150426454
PRD1001,WH05,2024-11-30,1967,535,292,617,653,90.4,0,1361714.76,OK,Healthy,7779150.36,3954.829873,0.092292213
PRD1001,WH05,2024-12-31,3273,535,292,865,814,120.6,0,2265832.44,OK,Healthy,7779150.36,2376.764546,0.153570113
PRD1001,WH03,2024-01-31,2065,662,299,213,185,334.9,0,1429558.2,OK,Healthy,7779150.36,3767.143031,0.096890401
PRD1001,WH03,2024-02-29,2822,662,299,155,473,179,0,1953614.16,OK,Healthy,7779150.36,2756.608916,0.132409062
PRD1001,WH03,2024-03-31,2737,662,299,216,697,117.8,0,1894770.36,OK,Healthy,7779150.36,2842.217888,0.128420837
PRD1001,WH03,2024-04-30,2465,662,299,774,368,201,0,1706470.2,OK,Healthy,7779150.36,3155.841931,0.115658518
PRD1001,WH03,2024-05-31,1985,662,299,597,770,77.3,0,1374175.8,OK,Healthy,7779150.36,3918.967436,0.093136778
PRD1001,WH03,2024-06-30,2371,662,299,291,507,140.3,0,1641395.88,OK,Healthy,7779150.36,3280.957554,0.11124801
PRD1001,WH03,2024-07-31,2094,662,299,86,314,200.1,0,1449634.32,OK,Healthy,7779150.36,3714.971519,0.09825109
PRD1001,WH03,2024-08-31,2991,662,299,678,366,245.2,0,2070609.48,OK,Healthy,7779150.36,2600.852678,0.140338591
PRD1001,WH03,2024-09-30,2292,662,299,762,345,199.3,0,1586705.76,OK,Healthy,7779150.36,3394.04466,0.107541307
PRD1001,WH03,2024-10-31,1945,662,299,896,245,238.2,0,1346484.6,OK,Healthy,7779150.36,3999.563167,0.091259966
PRD1001,WH03,2024-11-30,2971,662,299,651,313,284.8,0,2056763.88,OK,Healthy,7779150.36,2618.360942,0.139400185
PRD1001,WH03,2024-12-31,1675,662,299,678,32,1570.3,0,1159569,OK,Healthy,7779150.36,4644.268872,0.078591488
PRD1001,WH14,2024-01-31,740,129,90,24,147,151,0,512287.2,OK,Healthy,7779150.36,10512.36535,0.034721015
PRD1001,WH14,2024-02-29,431,129,90,201,182,71,0,298372.68,OK,Healthy,7779150.36,18049.07276,0.020222645
PRD1001,WH14,2024-03-31,540,129,90,212,167,97,0,373831.2,OK,Healthy,7779150.36,14405.834,0.025336957
PRD1001,WH14,2024-04-30,436,129,90,132,113,115.8,0,301834.08,OK,Healthy,7779150.36,17842.08798,0.020457247
PRD1001,WH14,2024-05-31,483,129,90,6,209,69.3,0,334371.24,OK,Healthy,7779150.36,16105.90137,0.022662501
PRD1001,WH14,2024-06-30,562,129,90,232,182,92.6,0,389061.36,OK,Healthy,7779150.36,13841.90456,0.026369204
PRD1001,WH14,2024-07-31,462,129,90,98,120,115.5,0,319833.36,OK,Healthy,7779150.36,16837.98779,0.021677175
PRD1001,WH14,2024-08-31,765,129,90,9,177,129.7,0,529594.2,OK,Healthy,7779150.36,10168.824,0.035894023
PRD1001,WH14,2024-09-30,712,129,90,227,191,111.8,0,492903.36,OK,Healthy,7779150.36,10925.77298,0.033407247
PRD1001,WH14,2024-10-31,636,129,90,139,211,90.4,0,440290.08,OK,Healthy,7779150.36,12231.36849,0.029841305
PRD1001,WH14,2024-11-30,779,129,90,102,69,338.7,0,539286.12,OK,Healthy,7779150.36,9986.072349,0.036550907
PRD1001,WH14,2024-12-31,686,129,90,256,113,182.1,0,474904.08,OK,Healthy,7779150.36,11339.86933,0.03218732
PRD1001,WH13,2024-01-31,1974,470,175,40,21,1974,0,1366560.72,OK,Healthy,7779150.36,3940.805653,0.092620655
PRD1001,WH13,2024-02-29,1105,470,175,183,524,63.3,0,764969.4,OK,Healthy,7779150.36,7039.955077,0.051846922
PRD1001,WH13,2024-03-31,1779,470,175,53,421,126.8,0,1231566.12,OK,Healthy,7779150.36,4372.765801,0.083471198
PRD1001,WH13,2024-04-30,1132,470,175,335,346,98.2,0,783660.96,OK,Healthy,7779150.36,6872.040954,0.05311377
PRD1001,WH13,2024-05-31,1340,470,175,582,34,1182.4,0,927655.2,OK,Healthy,7779150.36,5805.33609,0.06287319
PRD1001,WH13,2024-06-30,1814,470,175,293,180,302.3,0,1255795.92,OK,Healthy,7779150.36,4288.396009,0.085113408
PRD1001,WH13,2024-07-31,1849,470,175,66,392,141.5,0,1280025.72,OK,Healthy,7779150.36,4207.220314,0.086755618
PRD1001,WH13,2024-08-31,1439,470,175,525,334,129.3,0,996190.92,OK,Healthy,7779150.36,5405.941876,0.067518299
PRD1001,WH13,2024-09-30,1041,470,175,85,443,70.5,0,720663.48,OK,Healthy,7779150.36,7472.766916,0.048844023
PRD1001,WH13,2024-10-31,1603,470,175,201,357,134.7,0,1109724.84,OK,Healthy,7779150.36,4852.869844,0.075213227
PRD1001,WH13,2024-11-30,1494,470,175,503,508,88.2,0,1034266.32,OK,Healthy,7779150.36,5206.927952,0.070098915
PRD1001,WH13,2024-12-31,1080,470,175,159,6,1080,0,747662.4,OK,Healthy,7779150.36,7202.917,0.050673914
PRD1001,WH02,2024-01-31,2169,558,216,594,473,137.6,0,1501555.32,OK,Healthy,7779150.36,3586.514689,0.101770112
PRD1001,WH02,2024-02-29,1433,558,216,891,634,67.8,0,992037.24,OK,Healthy,7779150.36,5428.576664,0.067236777
PRD1001,WH02,2024-03-31,1470,558,216,107,663,66.5,0,1017651.6,OK,Healthy,7779150.36,5291.93902,0.068972828
PRD1001,WH02,2024-04-30,2370,558,216,916,519,137,0,1640703.6,OK,Healthy,7779150.36,3282.341924,0.11120109
PRD1001,WH02,2024-05-31,2325,558,216,553,248,281.2,0,1609551,OK,Healthy,7779150.36,3345.871123,0.109089677
PRD1001,WH02,2024-06-30,2448,558,216,419,81,906.7,0,1694701.44,OK,Healthy,7779150.36,3177.7575,0.114860873
PRD1001,WH02,2024-07-31,1848,558,216,442,310,178.8,0,1279333.44,OK,Healthy,7779150.36,4209.496948,0.086708698
PRD1001,WH02,2024-08-31,2759,558,216,383,686,120.7,0,1910000.52,OK,Healthy,7779150.36,2819.554317,0.129453083
PRD1001,WH02,2024-09-30,2022,558,216,401,612,99.1,0,1399790.16,OK,Healthy,7779150.36,3847.255371,0.094872829
PRD1001,WH02,2024-10-31,1484,558,216,687,229,194.4,0,1027343.52,OK,Healthy,7779150.36,5242.015067,0.069629712
PRD1001,WH02,2024-11-30,2751,558,216,910,619,133.3,0,1904462.28,OK,Healthy,7779150.36,2827.753675,0.129077721
PRD1001,WH02,2024-12-31,2748,558,216,559,814,101.3,0,1902385.44,OK,Healthy,7779150.36,2830.840742,0.12893696
PRD1001,WH04,2024-01-31,885,124,60,36,202,131.4,0,612667.8,OK,Healthy,7779150.36,8790.000407,0.041524458
PRD1001,WH04,2024-02-29,778,124,60,43,62,376.5,0,538593.84,OK,Healthy,7779150.36,9998.907918,0.036503987
PRD1001,WH04,2024-03-31,785,124,60,295,173,136.1,0,543439.8,OK,Healthy,7779150.36,9909.745682,0.036832429
PRD1001,WH04,2024-04-30,451,124,60,266,82,165,0,312218.28,OK,Healthy,7779150.36,17248.67042,0.021161051
PRD1001,WH04,2024-05-31,886,124,60,141,69,385.2,0,613360.08,OK,Healthy,7779150.36,8780.079413,0.041571378
PRD1001,WH04,2024-06-30,589,124,60,225,34,519.7,0,407752.92,OK,Healthy,7779150.36,13207.38601,0.027636052
PRD1001,WH04,2024-07-31,946,124,60,17,126,225.2,0,654896.88,OK,Healthy,7779150.36,8223.20334,0.044386595
PRD1001,WH04,2024-08-31,915,124,60,28,28,915,0,633436.2,OK,Healthy,7779150.36,8501.803672,0.042932066
PRD1001,WH04,2024-09-30,768,124,60,15,244,94.4,0,531671.04,OK,Healthy,7779150.36,10129.10203,0.036034784
PRD1001,WH04,2024-10-31,625,124,60,184,123,152.4,0,432675,OK,Healthy,7779150.36,12446.64058,0.029325182
PRD1001,WH04,2024-11-30,777,124,60,247,44,529.8,0,537901.56,OK,Healthy,7779150.36,10011.77653,0.036457066
PRD1001,WH04,2024-12-31,882,124,60,145,85,311.3,0,610590.96,OK,Healthy,7779150.36,8819.898367,0.041383697
PRD1002,WH08,2024-01-31,1119,142,117,241,205,163.8,0,142627.74,OK,Healthy,998649.1,892.4478105,0.408987501
PRD1002,WH08,2024-02-29,796,142,117,304,23,796,0,101458.16,OK,Healthy,998649.1,1254.584296,0.290933021
PRD1002,WH08,2024-03-31,645,142,117,124,223,86.8,0,82211.7,OK,Healthy,998649.1,1548.293178,0.235743466
PRD1002,WH08,2024-04-30,650,142,117,85,200,97.5,0,82849,OK,Healthy,998649.1,1536.383231,0.237570935
PRD1002,WH08,2024-05-31,1059,142,117,140,140,226.9,0,134980.14,OK,Healthy,998649.1,943.0114259,0.387057876
PRD1002,WH08,2024-06-30,1106,142,117,113,117,283.6,0,140970.76,OK,Healthy,998649.1,902.9377034,0.404236083
PRD1002,WH08,2024-07-31,522,142,117,66,233,67.2,0,66534.12,OK,Healthy,998649.1,1913.120881,0.190787735
PRD1002,WH08,2024-08-31,940,142,117,278,267,105.6,0,119812.4,OK,Healthy,998649.1,1062.39266,0.343564121
PRD1002,WH08,2024-09-30,621,142,117,175,182,102.4,0,79152.66,OK,Healthy,998649.1,1608.130596,0.226971616
PRD1002,WH08,2024-10-31,630,142,117,247,130,145.4,0,80299.8,OK,Healthy,998649.1,1585.157302,0.23026106
PRD1002,WH08,2024-11-30,1078,142,117,346,300,107.8,0,137401.88,OK,Healthy,998649.1,926.3906308,0.394002258
PRD1002,WH08,2024-12-31,963,142,117,65,195,148.2,0,122743.98,OK,Healthy,998649.1,1037.018795,0.351970477
PRD1002,WH20,2024-01-31,1007,173,115,248,234,129.1,0,128352.22,OK,Healthy,998649.1,991.70715,0.368052202
PRD1002,WH20,2024-02-29,756,173,115,229,105,216,0,96359.76,OK,Healthy,998649.1,1320.964418,0.276313272
PRD1002,WH20,2024-03-31,1014,173,115,9,68,447.4,0,129244.44,OK,Healthy,998649.1,984.8610454,0.370610658
PRD1002,WH20,2024-04-30,857,173,115,103,219,117.4,0,109233.22,OK,Healthy,998649.1,1165.284831,0.31322814
PRD1002,WH20,2024-05-31,584,173,115,23,122,143.6,0,74436.64,OK,Healthy,998649.1,1710.015582,0.213448347
PRD1002,WH20,2024-06-30,815,173,115,52,216,113.2,0,103879.9,OK,Healthy,998649.1,1225.336319,0.297877403
PRD1002,WH20,2024-07-31,677,173,115,184,19,677,0,86290.42,OK,Healthy,998649.1,1475.109453,0.247439266
PRD1002,WH20,2024-08-31,944,173,115,263,230,123.1,0,120322.24,OK,Healthy,998649.1,1057.890996,0.345026096
PRD1002,WH20,2024-09-30,857,173,115,190,176,146.1,0,109233.22,OK,Healthy,998649.1,1165.284831,0.31322814
PRD1002,WH20,2024-10-31,569,173,115,39,254,67.2,0,72524.74,OK,Healthy,998649.1,1755.095079,0.207965941
PRD1002,WH20,2024-11-30,678,173,115,112,68,299.1,0,86417.88,OK,Healthy,998649.1,1472.933776,0.247804759
PRD1002,WH20,2024-12-31,714,173,115,18,160,133.9,0,91006.44,OK,Healthy,998649.1,1398.668207,0.260962534
PRD1002,WH05,2024-01-31,352,99,64,172,124,85.2,0,44865.92,OK,Healthy,998649.1,2837.071307,0.128653798
PRD1002,WH05,2024-02-29,494,99,64,167,119,124.5,0,62965.24,OK,Healthy,998649.1,2021.556883,0.18055391
PRD1002,WH05,2024-03-31,312,99,64,21,130,72,0,39767.52,OK,Healthy,998649.1,3200.798397,0.114034049
PRD1002,WH05,2024-04-30,554,99,64,141,140,118.7,0,70612.84,OK,Healthy,998649.1,1802.615704,0.202483535
PRD1002,WH05,2024-05-31,459,99,64,116,64,215.2,0,58504.14,OK,Healthy,998649.1,2175.7061,0.167761629
PRD1002,WH05,2024-06-30,458,99,64,152,65,211.4,0,58376.68,OK,Healthy,998649.1,2180.45655,0.167396135
PRD1002,WH05,2024-07-31,583,99,64,66,45,388.7,0,74309.18,OK,Healthy,998649.1,1712.948714,0.213082854
PRD1002,WH05,2024-08-31,584,99,64,55,30,584,0,74436.64,OK,Healthy,998649.1,1710.015582,0.213448347
